"","ERR479322","ERR479324","ERR479392","ERR479150","ERR479158","ERR479268","ERR478996","ERR479052","ERR479404","ERR479321","ERR479205","ERR479195","ERR479325","ERR479393","ERR478974","ERR479082","ERR479102","ERR479326","ERR478992","ERR479034","ERR479033","ERR479381","ERR479288","ERR479064","ERR479408","ERR479265","ERR479129","ERR479203","ERR479130","ERR479413","ERR479287","ERR479297","ERR478964","ERR479206","ERR479204","ERR478975","ERR479323","ERR479414","ERR479091","ERR479379","ERR478960","ERR478997","ERR478990","ERR479263","ERR479109","ERR479017","ERR479394","ERR479272","ERR479159","ERR479003","ERR479016","ERR479045","ERR478959","ERR479289","ERR479264","ERR478962","ERR479341","ERR479267","ERR479134","ERR479157","ERR479000","ERR479401","ERR479110","ERR479274","ERR479378","ERR479275","ERR479063","ERR479197","ERR479099","ERR479043","ERR479286","ERR479296","ERR479198","ERR479342","ERR479294","ERR479131","ERR479135","ERR479196","ERR479133","ERR479081","ERR479014","ERR479079","ERR479015","ERR479035","ERR478995","ERR479167","ERR478965","ERR479271","ERR478966","ERR479269","ERR479403","ERR479152","ERR479036","ERR479080","ERR479168","ERR479108","ERR479339","ERR478991","ERR479391","ERR479047","ERR479320","ERR478961","ERR478958","ERR479107","ERR479048","ERR479092","ERR479319","ERR479041","ERR479001","ERR479160","ERR479046","ERR478963","ERR479101","ERR479405","ERR479340","ERR479402","ERR479380","ERR479407","ERR479050","ERR479270","ERR479295","ERR479002","ERR479273","ERR479132","ERR479042","ERR479153","ERR479128","ERR479051","ERR478967","ERR479406","ERR479100","ERR479266","ERR478993","ERR479049","ERR479044","ERR479190","ERR479384","ERR479182","ERR479306","ERR479136","ERR479098","ERR479202","ERR479382","ERR479070","ERR479227","ERR479013","ERR479233","ERR479330","ERR479383","ERR479301","ERR479088","ERR479327","ERR479232","ERR479106","ERR479161","ERR479104","ERR479007","ERR479344","ERR479086","ERR479208","ERR479085","ERR479006","ERR479122","ERR479307","ERR479281","ERR479304","ERR479364","ERR479299","ERR479075","ERR479191","ERR479207","ERR479347","ERR479189","ERR479181","ERR479076","ERR479239","ERR479067","ERR479162","ERR479230","ERR479069","ERR479008","ERR479343","ERR479238","ERR479280","ERR479218","ERR479362","ERR479363","ERR479282","ERR479187","ERR479009","ERR479228","ERR479298","ERR479231","ERR479300","ERR479240","ERR479103","ERR479229","ERR479068","ERR479217","ERR479386","ERR479097","ERR479012","ERR479385","ERR479105","ERR479250","ERR479345","ERR479188","ERR479089","ERR479234","ERR479137","ERR479365","ERR479192","ERR479283","ERR479249","ERR478999","ERR479087","ERR479328","ERR479058","ERR479305","ERR479346","ERR479164","ERR479090","ERR479163","ERR479201","ERR479057","ERR479123","ERR479329"
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum",0,0,0,0,0,2012,0,0,0,15624,0,193870,0,0,204992,0,0,0,0,0,0,38792,0,57092,0,0,0,0,4102,0,49874,0,2484,0,0,0,0,0,0,0,0,0,0,81740,0,131964,0,0,0,0,130228,0,0,0,0,0,0,0,0,0,0,85338.0000000001,0,0,36688,0,39410,0,23312,111504,49244,23312,0,20946,0,0,0,0,18594,0,0,0,0,0,0,0,0,0,2290,0,80794.0000000001,0,0,0,380,0,0,0,0,0,0,724578,0,0,0,0,0,0,50928,0,0,0,0,0,1832,0,0,0,0,22168,0,54120,0,19464,113228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204956,0,656,0,0,0,0,24530,0,0,0,0,0,3692,0,44,0,0,0,0,91311.9999999999,0,0,5480,0,0,574,0,0,0,0,0,0,0,0,0,0,0,2986,0,17410,0,0,0,0,0,0,0,0,0,1408,0,200634,0,0,0,0,0,0,0,93376,0,0,0,0,0,0,0,0,61736,0,0,0,0,198972,0,0,0,0,0,0,0,16412
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95440,0,0,0,270064,0,0,0,0,8886,0,0,0,0,0,0,0,304140,0,0,0,0,0,218648,0,0,0,0,0,177264,198822,0,24998,0,0,0,49082,22030,0,0,171108,0,0,0,0,0,5116,0,0,0,0,330,0,0,21962,0,8270,0,0,0,0,0,0,115368,0,0,0,0,0,0,0,0,0,0,0,13052,142062,0,0,0,0,0,661920,0,170198,0,0,0,0,0,0,26492,0,0,0,0,3234,0,0,0,0,26546,0,0,0,0,0,0,0,0,0,139668,0,0,0,0,0,0,769778.000000001,0,562356,0,0,25492,0,0,0,114150,0,0,0,0,0,99606.0000000001,200014,0,26346,0,0,0,340464,0,0,260686,0,0,139452,105098,0,0,0,0,995130,0,0,0,0,0,0,0,0,0,0,58854,1698,0,0,97388.0000000001,0,171944,0,0,95885.9999999999,0,169884,0,25952,0,0,0,131326,0,0,0,0,0,0,0,0,0,0,115130,0,0,0,183308,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius",0,0,628,0,0,0,2648,0,0,0,0,0,0,758,0,0,0,0,0,0,0,0,0,10502,20576,0,0,0,0,0,0,0,0,36252,0,0,0,0,3880,0,0,0,0,3544,0,0,1096,0,0,0,20720,932568,3148,0,0,0,0,0,0,0,0,0,588,0,844,0,0,0,0,4504,8622,0,0,0,0,46340,0,0,0,0,23444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448,0,0,0,0,636,0,10258,5834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38236,0,0,3262,0,0,2602,0,0,0,0,0,0,0,0,2244,0,0,0,38574,0,24378,0,0,0,0,0,0,0,0,0,0,0,0,24894,0,0,0,0,0,195790,0,0,0,0,0,221518,0,1260,0,0,0,0,0,0,29308,0,98142,0,25554,438,0,550,0,0,0,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus",0,0,0,0,0,0,0,0,141406,99860,99909.9999999999,0,0,1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98736.0000000001,51168,0,0,7262,0,0,0,0,0,0,0,0,8728,0,0,0,0,0,33200,0,0,78600,0,0,0,4078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9992,0,416,0,0,0,0,0,0,0,0,0,0,0,95778,0,0,0,0,0,33378,13354,0,0,0,0,0,0,0,0,0,0,0,0,1168,7818,0,0,0,0,0,0,0,0,4804,0,0,0,0,0,0,0,0,0,0,9578,0,0,0,0,0,0,14686,0,0,0,0,0,0,0,0,0,0,14824,0,0,0,0,0,0,87724,2506,0,0,0,0,0,0,0,0,0,0,27702,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,5130,0,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30832,0,7766,0,0,5412,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus",9172,0,0,0,65383.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,25346,6580,0,0,0,0,0,0,0,0,0,0,0,0,2286,0,0,0,0,0,0,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,5186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36714,0,2926,0,0,0,0,0,0,0,0,0,0,0,62,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2518,1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18514,5200,0,0,73810,0,0,5748,0,0,126,7992,0,0,0,0,11792,2130,0,0,0,0,9662,0,55784.0000000001,4648,0,0,2468,7298,5076,0,0,121752,0,0,0,0,217296,0,0,0,0,0,0,9908,0,0,0,0,0,0,0,0,66882,0,0,0,0,11598
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Candidatus_Cibionibacter|s__Candidatus_Cibionibacter_quicibialis",304338,0,0,224366,0,0,0,0,0,319774,0,512932,0,0,182812,0,205072,0,0,0,0,0,0,0,480218,0,0,0,0,0,0,142786,36184,0,0,0,0,0,0,0,0,0,0,0,131908,0,0,0,0,1004330,0,0,0,0,0,0,0,0,50814.0000000001,0,1014748,0,0,0,74758,0,0,500006,0,0,0,147430,0,0,0,0,0,486480,52624,41046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7656,119086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492442,0,0,68189.9999999999,0,0,0,0,1002882,0,0,0,0,0,0,36766,0,35662,0,0,0,0,0,40304,0,0,0,79648,3484,167024,0,0,0,9630,0,0,0,0,0,0,0,0,384020,0,0,0,0,0,0,0,0,0,0,0,93634,0,52,101858,0,0,0,0,0,192790,0,0,0,0,60564,0,0,0,0,0,0,0,0,0,157440,0,0,0,368628,0,0,51480,0,0,0,38674,0,0,260370,0,0,0,0,0,0,356090,208198,53038,0,0,0,0,0,7802,0,0,0,0,158712,224870
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium",0,35010,0,51448,0,0,129828,46288,0,40256,0,0,0,0,62496,0,0,0,0,0,0,14660,77253.9999999999,0,0,83803.9999999999,0,0,271430,0,77474,0,173250,0,0,0,0,86952.0000000001,12702,0,0,0,0,85246,153362,35232,0,0,0,0,39830,0,0,0,85944.0000000001,49360,0,0,0,0,0,0,147442,27408,13450,29232,0,0,0,10828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130104,16032,0,0,185474,0,0,0,0,0,0,0,0,576764,0,38770,0,39274,0,0,0,11846,0,0,0,0,0,0,115844,0,0,0,0,91050,43666,0,57942,0,0,0,0,0,0,0,180974,95576,0,0,0,0,0,0,55922,0,0,0,56924,0,0,0,0,0,5304,66770,108738,65904.0000000001,0,0,0,0,0,109742,0,0,0,43428,0,0,0,21120,0,0,53952,0,258330,0,45708,0,0,0,270070,0,161750,367386,16858,0,0,17306,43408,0,14836,0,0,90748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212604,0,0,0,0,0,0,0,0,0,269686,0,4308,356282,0,40728,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_AF18_31LB",8622,9972,0,0,0,0,15372,20982,0,9288,27946,478,51686.0000000001,8904,13216,1772,1098,0,11232,7992,8198,0,0,0,286,35056,0,33182,0,12880,6748,0,43768,32976,32374,0,10416,0,3728,0,12616,0,0,0,13458,16854,0,25880,0,9138,17448,32170,10500,0,30856,0,0,174,0,0,8932,0,0,0,13618,0,67806,0,5794,0,6842,0,0,0,15652,0,0,952,0,2196,18814,1288,20332,0,15126,786,38188,0,0,346,0,24452,0,0,0,0,12750,0,0,29124,1310,0,0,13330,32254,0,1774,15610,7022,0,0,1546,0,1112,11360,5738,15556,992,0,0,16526,8814,29154,0,0,25278,0,25220,42174,808,0,30078,0,0,0,0,5028,29062,17538,11790,0,0,0,15792,0,1606,13572,3656,0,26082,0,0,15928,14038,13792,0,13336,0,0,26800,0,11704,10678,14818,6176,0,23456,22316,39086,0,33828,0,5396,0,43434,0,11978,15854,230,14738,11852,4152,0,6970,0,24330,0,7982,9356,10480,0,89390.0000000001,15926,14554,13046,12412,1288,16438,0,1586,0,0,0,0,0,18602,0,0,0,8988,0,0,0,2166,0,0,12000,6610,18198,0,8894,7406,0,0,13804,7580,2530
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_Marseille_Q4143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35922,0,8812,0,15896,0,33646,0,0,0,0,0,0,0,0,47816,0,0,0,6832,40050,0,1684,0,0,10696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298,0,0,49064,0,0,0,11822,0,16534,0,1174,0,4376,0,0,0,0,0,0,6132,0,0,0,16962,0,0,3116,0,0,0,0,0,0,0,0,0,0,0,0,2308,0,0,11374,0,0,6744,0,0,0,0,0,0,0,0,0,1552,0,0,9888,0,0,0,0,0,0,0,0,21442,0,21876,0,21220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7740,0,0,23142,22080,0,0,0,0,0,11016,0,0,0,0,0,0,0,9366,0,0,13922,0,0,0,0,11116,0,0,3288,0,0,0,0,1862,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB4750",0,15638,51002,0,0,0,0,0,0,12376,0,31106,0,0,0,0,0,0,7346,0,0,6510,0,0,0,0,2352,0,0,3434,0,0,0,0,0,246,0,0,0,0,0,0,10818,0,0,0,0,0,0,0,0,0,0,6610,0,23626,0,1434,0,0,5834,0,7296,0,9398,0,0,0,0,0,0,0,27556,0,0,2120,0,0,0,0,1126,0,0,0,0,0,0,0,17174,0,0,0,0,0,0,0,3874,12808,0,141036,0,0,0,0,0,0,0,0,6220,0,0,0,0,0,0,0,9076,0,6666,0,0,0,28402,0,804,0,2448,0,0,0,0,0,13660,0,0,0,0,26834,0,0,0,0,8950,5516,0,0,0,0,0,0,0,0,0,0,57956.0000000001,0,5634,0,0,0,0,0,0,0,7334,0,5770,43704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7064,0,5160,0,0,0,0,0,0,0,0,1564,0,0,6336,0,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,27752,0,0,0,1776,2878,0,0,0,2158,0,0,0,76320
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF34_10BH",0,0,0,0,0,0,0,0,0,25092,0,0,0,0,0,0,0,0,0,206804,0,0,0,0,6820,0,0,0,0,214972,17620,0,0,0,0,0,0,0,0,0,148102,0,0,22794,0,0,0,0,0,0,109364,0,0,17242,0,0,0,0,0,0,0,0,247698,0,0,0,30668,11724,0,0,0,0,0,0,0,0,0,0,0,0,98066,0,0,0,0,0,0,311050,0,0,0,0,0,0,0,0,152004,22812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319744,0,5274,0,0,342130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15846,0,592,84,0,0,0,33666,29176,0,0,0,33448,0,0,0,0,0,0,0,0,0,1653912,0,2086874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,1326,5852,0,0,0,0,77456.0000000001,0,73762,0,0,0,212456,111076,0,0,0,0,0,0,0,0,40956,0,0,0,0,0,0,0,0,0,172668,218858,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM22_11AC",0,69068,0,0,0,0,0,0,112262,0,0,0,336830,0,0,0,254194,0,0,0,0,0,0,0,0,51322,0,0,0,0,57008,0,0,0,0,0,0,0,0,0,0,0,194422,0,15396,0,0,49878,0,0,6334,0,0,0,0,0,0,0,0,0,0,111836,0,0,0,0,0,0,0,0,0,21238,0,0,0,0,0,0,0,0,0,0,0,0,0,14310,0,51272,0,0,115080,23490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48414,0,0,0,15968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28152,0,20260,7712,0,35584,0,0,0,0,0,0,0,1082,0,0,0,0,23046,0,0,0,0,0,0,20120,0,26840,5224,0,30998,0,0,0,0,0,0,0,0,0,0,0,0,302042,0,0,0,0,0,13032,19794,0,0,0,0,0,0,892656,630326,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM49_4BH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8038,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34052,0,0,0,0,156090,0,0,0,0,0,10958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5744,0,7434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35498,0,0,0,0,0,4686,0,2220,0,44258,0,235218,0,0,0,0,0,12926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142690,52516,0,0,0,27376,0,0,0,138934,0,0,0,0,0,0,0,0,18798,0,0,0,0,0,0,0,0,0,0,0,0,0,214030,0,0,0,0,54250,0,0,1152,0,0,0,84738,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Clostridiales_Family_XIII_bacterium_BX16",0,0,0,0,0,0,0,0,0,0,0,7246,0,0,0,0,114190,0,0,0,0,0,0,8088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22958,0,0,3284,0,0,0,0,0,0,0,45750,0,17806,0,0,4952,0,0,0,0,0,0,6646,0,0,9388.00000000001,0,0,0,0,0,0,2988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47780,0,0,0,0,0,0,0,45858,0,0,0,712,0,0,0,0,43518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28800,0,0,0,0,16674,0,0,0,0,0,0,0,2546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19498,0,0,9014,28716,0,0,0,0,0,3258,0,0,0,0,0,0,0,0,690,0,0,0,0,0,0,0,0,83819.9999999999,0,0,0,2208,0,0,0,0,52,0,0,0,0,0,0,0,0,2636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_KLE1615",0,91158,0,0,0,0,0,0,0,0,0,27830,0,0,0,0,11050,0,0,0,0,0,0,0,0,0,0,0,0,0,40404,0,0,0,0,0,0,0,13096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38904,0,6650,13978,46808,2940,0,0,0,0,6860,0,0,146906,28238,0,66772.0000000001,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12092,0,0,0,0,0,0,0,0,0,18372,0,0,0,0,180846,0,9858,0,0,0,0,0,53582,0,0,0,0,0,0,0,26116,0,12336,22066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40066,0,0,0,0,136354,0,898,0,0,0,10192,0,0,0,0,28384,0,0,0,73032,0,64220,0,0,0,0,0,0,145866,0,0,0,0,0,0,0,0,0,0,0,0,0,42036,0,0,0,0,67056,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_formicilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332912,0,0,0,0,0,0,66410,0,0,0,0,0,6034,49894,0,0,16180,0,0,0,5418,0,0,0,0,0,128936,0,0,0,23980,0,0,0,0,0,0,0,0,0,27920,0,0,77436,0,5508,9268,0,0,43792,0,0,0,0,0,149062,0,0,0,0,0,0,0,93950.0000000001,0,0,0,0,0,0,0,0,19592,0,0,0,0,0,5400,0,0,0,0,1514,22364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894,26404,53964,0,0,0,0,0,0,0,0,0,6128,0,0,0,0,0,0,455146,53068,0,0,0,0,0,203002,0,45716,0,0,0,5464,0,43874,0,0,0,0,123180,0,0,0,0,0,0,44662,0,0,0,0,0,9980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74692,52346,163378,0,0,0,9830,0,0,0,0,34292,0,0,0,0,0,0,70769.9999999999,5220,50848,149672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2960,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_hallii",0,0,0,167194,0,0,0,0,32258,0,0,0,0,44272,0,0,0,0,240604,0,0,0,0,386852,0,0,0,0,0,0,0,0,97051.9999999999,538064,0,0,0,0,0,0,330884,0,240374,0,20080,0,44022,0,0,0,0,0,0,0,0,0,172220,0,0,0,0,0,18474,0,0,0,0,0,0,303366,0,61943.9999999999,0,0,0,0,0,0,0,813675.999999999,0,0,0,0,0,0,101108,0,0,85608.0000000001,35160,0,0,0,0,0,0,0,0,0,25382,0,0,0,0,0,0,0,0,0,0,0,0,0,28926,0,0,0,0,0,0,0,0,0,0,0,0,0,99433.9999999999,0,0,98670,0,0,0,48794,0,0,0,0,18670,0,0,0,0,15454,0,1286636,0,206192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185638,227474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152632,199662,0,0,0,0,0,0,40726,0,0,0,0,0,0,0,0,0,0,100722,0,0,0,0,155124,0,0,24770,0,0,0,0,0,0,0,6678,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus",432466,420380,0,0,1001792,0,0,0,0,0,0,0,0,0,0,685946,0,0,0,0,0,237620,0,0,0,23442,0,0,0,89308.0000000001,125890,0,0,0,0,0,0,0,0,0,0,0,80718,0,7260,0,147042,0,0,162200,0,0,0,0,0,0,0,96988,13732,1002692,0,0,0,0,0,0,0,0,3004,0,0,0,0,0,0,0,12664,0,13072,0,0,0,0,664356,0,125280,0,0,0,0,0,0,0,0,99808,0,0,0,0,0,0,0,0,0,0,0,0,142216,154348,1002300,0,0,0,0,0,386278,0,222932,0,0,55272,0,179678,0,191272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788550.000000001,0,0,0,0,0,28392,0,0,0,15980,0,0,0,0,0,0,0,0,442426,0,0,0,0,0,0,0,670132,0,214020,0,68120,0,0,0,0,0,0,321000,0,68818.0000000001,0,0,0,0,0,0,0,0,0,118532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14406,0,0,0,0,189954,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecis",0,0,0,0,0,0,0,0,0,0,0,0,739636.000000001,27986,0,0,0,0,0,0,0,0,226572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99182.0000000001,0,0,0,0,0,0,0,0,199768,36924,0,0,103812,0,0,0,3578,0,0,125534,41962,53486,0,56502,0,110026,0,0,230312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25984,0,0,0,103650,120322,0,0,0,0,41970,0,0,0,0,12182,0,0,0,0,0,0,0,0,0,0,8698,0,50614,0,109324,0,0,0,0,0,47774,0,0,0,0,0,33192,195038,0,0,0,0,0,0,0,0,0,0,0,0,55682,84038,450214,0,0,38002,84221.9999999999,93644,0,0,0,36312,0,0,0,0,0,0,1588,0,0,0,0,116288,229302,0,0,0,0,3476,0,0,0,0,0,0,0,0,0,0,0,0,0,24868,0,0,0,0,0,0,0,0,76338.0000000001,0,0,0,434186,0,0,0,0,0,16768,0,0,55686,0,0,0,112902,6288,0,0,0,358,0,5752,0,93392,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_massiliensis",0,0,0,15396,0,25494,284792,0,0,294836,0,0,0,0,0,0,629042,0,0,0,0,0,0,0,0,0,0,0,189276,0,0,0,0,113492,111862,276720,0,15442,0,16136,0,0,28820,62374,0,214938,0,144386,0,0,0,0,0,82190,64926,0,90654,190048,0,0,0,0,14746,0,0,16708,0,122628,0,13388,0,66694,0,96452,0,186658,0,0,0,0,217022,0,0,0,0,0,0,157556,277256,168998,381410,0,0,0,0,0,1348,0,0,6704,646,0,0,11414,0,0,914,159382,0,0,0,23256,0,0,1346,0,14362,0,0,154666,0,30860,0,0,0,0,0,0,0,0,0,60494.0000000001,0,0,10954,8188,0,0,96686,66906,0,1346926,13038,0,0,0,73820,664356,0,0,0,0,73124,46530,0,0,29736,0,0,860,0,0,0,0,127970,100206,31014,127590,0,0,0,82396.0000000001,12698,0,0,0,428664,0,0,571754,29152,0,0,0,0,35186,30102,0,0,0,118970,0,0,0,0,0,140562,567253.999999999,0,0,0,0,0,51052,0,0,19208,0,0,0,0,0,117690,0,0,0,64028,0,0,85344.0000000001,0,0,0,0,0,4544,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum",0,30018,0,0,0,0,0,246556,0,0,86050.0000000001,0,0,0,0,0,211390,1047980,242426,0,0,0,0,0,489212,0,781986,0,0,0,0,58640,355566,0,0,0,0,0,9700,0,0,0,0,0,0,497266,0,0,0,0,492772,34196,0,0,0,19040,0,107656,0,0,0,0,0,0,23342,0,0,0,81738,0,0,0,127698,0,57144,0,0,0,0,0,0,0,0,0,0,0,0,0,345262,0,105280,0,0,0,6344,0,0,0,0,0,56680,0,303504,0,30470,0,0,0,0,28162,0,0,0,0,0,0,25774,0,0,0,0,0,0,0,0,0,0,0,0,0,76570,46056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185566,0,0,0,0,0,0,0,960358,0,0,0,0,0,0,185900,244532,0,0,292868,0,0,0,0,0,0,0,0,0,0,815732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30472,0,0,0,1071754,34218,50878,0,0,0,0,0,0,0,0,0,0,0,37248,0,0,0,0,2285442,0,0,0,0,0,0,0,0,0,0
