clade_name,SRR5903379,SRR5903386,SRR5903367,SRR5903381,SRR5903351,SRR5903340,SRR5903346,SRR5903327,SRR5903347,SRR5903352,SRR5903363,SRR5903384,SRR5903362,SRR5903366,SRR5903323,SRR5903371,SRR5903360,SRR5903380,SRR5903350,SRR5903330,SRR5903374,SRR5903378,SRR5903361,SRR5903368,SRR5903334,SRR5903333,SRR5903370,SRR5903365,SRR5903373,SRR5903325,SRR5903383,SRR5903354,SRR5903331,SRR5903375,SRR5903385,SRR5903328,SRR5903322,SRR5903343,SRR5903353,SRR5903357,SRR5903336,SRR5903338,SRR5903324,SRR5903344,SRR5903355,SRR5903345,SRR5903358,SRR5903335,SRR5903372,SRR5903356,SRR5903326,SRR5903377,SRR5903342,SRR5903376,SRR5903329,SRR5903321,SRR5903369,SRR5903364,SRR5903337,SRR5903341,SRR5903382,SRR5903332,SRR5903349,SRR5903339,SRR5903348,SRR5903359
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,4853362,176676,0,0,78804,721896,239012,0,3166856,742420,2666402,0,128814,1390014,1064344,4652,6832980,996930,12494,0,147972,0,937810,336764,70782,99830,807780,0,86482,6383858,8105336,1968980,1334436,1208496,2587208,788262,1314576,3034468,1851310,232434,0,133640,10498988,2229472,1190326,0,833264,0,3093556,124142,0,1155542,2339536,14179324,7024688,545590,35090,617240,0,1668430,0,0,9392440,2210018,792420,645112
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,45518896,0,0,32952440,1004714,2830022,3529836,28919670,18869762,1454542,7706154,0,1426496,506482,9384590,269210,21732972,26279036,66824,0,682852,82977850,11606776,5699402,704650,1606618,4380332,0,1157440,39158462,2826938,11147526,9126806,8793228,60572810,21837536,10850292,9006064,16920902,0,0,1848046,0,21128812,14066394,5993922,8083768,3088,8991900,1306834,78918166,9978654,56999762,0,2601056,2168390,0,1738728,16056494,13424276,0,213508,28403520,0,3739374,2677476
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_dorei,26040864,740130,0,0,0,0,209850,0,21145172,6538826,0,0,0,0,0,263958,8584252,1747772,0,0,1056398,37143392,17342796,0,633510,660870,152642,0,0,20530216,0,12895858,674218,6267238,0,1466576,0,0,0,1097396,0,0,84798726,0,20736758,0,829436,0,4582262,0,34599494,0,0,112296410,0,0,85258,6036644,5842466,0,0,0,10676066,23969182,6013654,4071922
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium,1110522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270660,0,0,9968,0,0,0,1033126,0,0,0,270306,0,0,0,0,0,0,0,0,0,0,334922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus,715320,2578164,0,1502992,1006,315156,0,1114082,2778080,225186,300632,0,1168110,472148,1691796,796,657236,0,0,0,67448,0,1396778,184560,1846,19238,278084,0,0,755842,3470198,1668004,1352254,128010,2420382,0,1195886,456798,410628,3550898,0,317418,1307650,500284,1669784,175268,1247100,0,156186,1040474,0,1858148,2279392,1710358,3118344,242602,228964,234442,0,1563210,0,35560,974646,259532,405162,276860
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_somerae,1128,5776,0,15000,0,0,0,14416,5122,0,0,0,0,2077224,0,0,0,0,0,0,15536,0,0,0,0,0,0,0,0,1180,10073388,48342,0,0,0,0,0,0,0,0,0,0,0,0,0,1842,0,0,0,0,0,0,0,0,11155972,0,5904,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis,1313860,471318,0,0,0,359866,0,0,877306,1045302,0,0,71734,0,40560,11298,413308,0,0,0,48950,0,203904,547480,99780,10566,0,0,0,1403558,0,476130,0,175892,5109746,0,0,0,28178,602786,0,0,0,48178,241580,0,6588,0,98480,62752,0,0,4859134,0,0,349824,80188,1102952,0,0,0,0,573586,0,355066,218868
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii,2815384,2400488,0,2444300,1938,1722078,91426,2613604,2702544,1072000,5118726,0,238258,0,24530,0,102592,1311202,17150,0,114888,9727548,11519000,349822,88952,1110532,143496,0,3286,3127072,0,1632724,761868,373046,3133336,925338,99050,5241072,309106,2921720,0,0,1055406,424308,13637332,337244,727682,2636,27256,200958,8911418,0,2960320,1712462,0,1713732,339894,1192020,903204,122844,0,16358,136944,114278,108708,74426
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_ihumii,2864854,0,0,0,65062,1135618,8730,0,738776,0,0,0,104842,0,0,9232,0,112070,2092,0,54424,0,0,0,0,0,0,0,0,3153064,0,402840,0,449722,0,81186,414320,0,9648,0,0,0,0,13616,0,0,0,0,0,99326,0,0,0,0,0,1104080,0,1362,0,504154,0,8690,0,0,163612,84664
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus,1115668,1285484,0,197426,0,54632,0,220610,0,0,0,0,19502,43722,9564,0,55038,0,0,0,0,0,0,238070,0,0,0,0,0,1166030,350498,0,0,184926,1485006,0,0,0,0,1448466,0,0,0,0,0,34246,0,0,22738,15984,0,0,1370942,0,347536,48104,227012,0,0,0,0,0,66476,0,21622,9300
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii,2009058,0,0,853232,0,0,85370,908004,10158510,5799708,1783540,0,110772,118446,166032,240896,396232,847480,0,0,285406,2035356,1745310,2119620,495058,152850,248654,0,10536,2173946,1211088,5535088,1174048,263672,19011714,594152,0,1511318,569100,0,0,0,9157266,784464,2038552,97844,1219786,502,96922,94296,1967996,0,18076658,13551482,1076532,0,0,5803062,239434,0,0,6332,567714,938448,3686840,2443636
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,1299098,9860428,2145850,7461650,221752,2890914,546798,4982812,6903806,7356050,8156524,15626052,3646866,27620,202264,0,1226978,6744278,19514,0,233332,9039368,6802388,1736078,435076,697500,477222,0,98096,1449608,277206,3967584,1528868,157910,20784070,4946960,3010628,8346546,4347422,14299074,15199838,0,0,5528558,8200926,807978,1151424,8046,380658,3255848,8640106,0,20488610,0,255484,2449044,1088444,7673946,1195082,3735652,0,427278,1703134,0,4896,2254
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,1301584,4913458,0,3253678,119828,2023836,58000,3178368,3953078,414402,0,0,314094,61724,0,678,716876,891210,11972,0,161616,0,1896742,0,29576,165986,106044,0,956,1339662,592454,2198642,540006,163014,0,632316,1826900,0,243612,6373012,0,0,0,323014,2271638,298186,498012,0,166660,279816,0,0,0,0,523946,1961736,531808,448038,0,2295220,0,21972,981644,0,286170,180224
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis,2743356,4941588,0,3431892,59766,504008,166450,2513896,8042278,8564030,3722902,0,380770,488648,4238252,0,428974,1812264,13154,0,312380,0,1729778,1588278,881114,61174,137696,0,104416,1794424,3065224,4849146,516152,389112,9249424,1595442,1455482,3135390,3431460,6024764,0,792530,0,4321358,2089474,480702,596382,164,129290,353138,0,4880822,8639360,0,3244530,392930,982676,8445250,0,1771310,0,27848,630476,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB58233|s__GGB58233_SGB79883,1562,0,0,80,0,14398,3452,214,1580,2086,0,924,0,0,6140,0,0,1014,0,0,314,5710,6432,5486,0,860,2282,0,7834,1296,0,1060,4670,0,8452,1060,0,544,31200,0,932,1572,0,39252,8448,0,7648,0,0,0,4518,8458,7536,0,0,28142,0,2566,312,0,0,0,0,0,1650,518
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__GGB9501|s__GGB9501_SGB14898,30642,0,1402,0,0,0,0,0,0,0,47372,28922,0,0,0,0,0,0,0,0,0,0,435788,0,0,27588,0,0,0,22676,0,0,0,1420,0,0,0,52084,0,0,26722,0,0,0,482610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis,3116,0,0,0,0,0,0,0,0,0,5324,0,0,0,0,0,11846,0,0,85570,0,0,1272,0,0,0,0,9708,0,2778,0,0,24314,0,0,0,0,5518,0,0,0,0,0,0,222,0,27304,12282,0,0,0,0,0,0,0,0,0,0,0,0,57146,0,17620,0,13590,9988
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB14888,1444,188746,0,0,0,184106,20562,0,40066,32636,52482,1220,14026,0,0,0,3028,11228,94,0,15342,11686,0,38744,17366,0,0,0,0,830,0,29434,1350,0,90498,7822,0,56360,0,260154,1200,0,6658,0,0,0,2576,0,180,12572,11186,0,74022,12996,0,307984,53378,31910,924,0,0,370,6028,0,16732,8096
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,2870,1426,0,0,0,4310,2556,0,2480,3616,344040,2710,37270,0,531476,0,10376,3256,0,230790,0,0,1284,0,0,0,0,56186,5952,1218,576,488,2690,0,0,2894,7830,323874,2180,2350,3102,229474,0,10354,4100,0,3746,345380,2116,38518,0,686318,0,438,960,2686,0,0,0,9558,266856,3854,14358,0,2362,1010
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius,7290,320,0,0,0,70994,0,0,6428,4838,291838,11444,12002,0,541652,0,4488,8250,3066,594388,0,3894,260,0,0,0,0,185376,274140,5254,0,3270,6766,0,12784,6484,0,274928,90930,0,10096,251718,5046,157696,1646,0,11022,184934,1082,13580,2252,673542,9996,17386,0,71730,0,6660,0,0,664688,284,6896,0,6146,1968
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus,4894,37930,0,506070,0,6082,0,487250,0,25420,27122,0,3012,3302,81252,0,1512,0,0,22056,0,0,0,0,2354,0,0,1690,0,570,53704,0,11220,0,0,0,0,34014,0,46318,0,21404,5826,0,0,264940,24162,37842,0,3866,1224,116830,0,7430,72690,12704,2076,20556,0,730,14924,0,3698,0,7894,6754
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2653|s__GGB2653_SGB3574,12360,0,0,0,32178,54010,0,0,229916,143974,3520,950,0,0,0,0,0,0,7490,18424,117392,53876,71368,3932,119408,19680,56432,2606,0,11000,4692,166828,80178,0,33760,0,49654,7752,0,0,1418,0,14962,0,87580,0,143616,3080,0,0,48302,0,31792,30512,5758,86946,0,121948,5794,58472,24172,0,0,1818,44482,22588
k__Bacteria|p__Firmicutes|c__CFGB1126|o__OFGB1126|f__FGB1126|g__GGB2848|s__GGB2848_SGB3813,20282,184264,0,1742,0,112084,0,2244,7390,37234,0,0,0,0,0,0,0,0,2256,0,1976,24690,0,0,0,0,162510,0,0,16704,0,7306,320120,816,0,0,0,0,0,252778,0,0,0,0,0,0,404618,0,0,0,22870,0,0,0,0,128464,91618,44640,0,0,0,0,0,0,11884,6284
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3001|s__GGB3001_SGB3992,1342196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228220,0,0,0,396076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB3005|s__GGB3005_SGB3996,280832,109540,144074,9222,9208,1466,25284,10128,0,30438,179376,584052,1670,1144,0,0,0,21138,0,0,0,0,11550,32354,14842,21222,702430,0,0,279728,21420,0,545354,66232,162536,17450,1962,187068,0,154564,548496,0,0,0,13532,0,424232,620844,0,1816,0,0,140758,0,11484,3598,45514,32282,0,4304,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249|g__GGB3034|s__GGB3034_SGB4030,9070,0,0,3392,14934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138172,0,0,25786,0,0,0,5906,6056,0,0,0,0,0,20960,0,0,0,0,0,0,0,138568,0,0,0,0,0,0,0,0,0,7150,6044,0,0,0,26248,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507|f__FGB1507|g__GGB3819|s__GGB3819_SGB5184,47856,0,0,62672,0,105236,173250,53902,0,292792,111926,0,16214,0,41108,4888,0,107538,0,0,0,0,0,0,21730,0,50872,0,27242,32780,0,0,421430,6282,240,92216,0,162756,288660,0,0,27328,42938,316888,0,15778,821612,0,0,16924,0,67192,0,57716,0,107128,0,280938,0,0,0,564,0,16980,71192,46264
k__Bacteria|p__Firmicutes|c__CFGB3004|o__OFGB3004|f__FGB3004|g__GGB58158|s__GGB58158_SGB79798,10966,47798,0,4956,0,102012,0,4998,8908,21164,0,0,914,0,0,0,1694,0,1576,0,996,1220,53210,11558,4286,4552,434,0,0,10284,0,6538,13236,0,59704,0,1292,0,0,61832,0,0,5512,0,57758,0,36006,0,358,524,332,0,59632,12944,0,155762,17028,17550,0,1898,0,0,3364,504,16978,12644
k__Bacteria|p__Firmicutes|c__CFGB3009|o__OFGB3009|f__FGB3009|g__GGB9474|s__GGB9474_SGB14868,6882,77320,6470,8178,0,0,0,6562,40440,79696,0,59178,0,0,0,0,0,0,0,0,33798,0,0,0,139824,0,110714,0,0,9538,0,35844,248324,0,0,0,0,0,0,119892,57150,0,0,0,0,0,349278,0,0,0,0,0,0,0,0,0,29344,67842,0,0,0,0,0,0,18880,7464
k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012|f__FGB3012|g__GGB9480|s__GGB9480_SGB14874,2594942,612336,107370,1586428,0,14925754,6827100,1747098,5881892,0,0,462836,0,0,15322,722516,0,2606400,3662292,0,3576898,837920,0,0,0,0,0,0,127816,2547912,0,4228122,0,438110,0,1801620,0,3528,685542,783000,459620,2562,1134622,855398,0,619756,0,0,0,0,816630,23320,0,1417528,0,20314064,87142,29902,302920,0,0,0,0,244884,2631738,1588166
k__Bacteria|p__Firmicutes|c__CFGB45507|o__OFGB45507|f__FGB45507|g__GGB52106|s__GGB52106_SGB72838,3880,2482,0,0,2490,8998,0,1302,0,18114,0,0,0,0,0,0,0,0,0,0,0,0,157444,0,4108,25970,0,0,0,2390,0,0,0,0,0,0,2064,0,5268,6434,0,0,0,7416,149774,0,0,0,0,0,0,0,0,0,0,13008,1112,15278,0,3028,0,0,0,0,6606,1758
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721|g__GGB9524|s__GGB9524_SGB14923,604426,6764,61954,0,0,0,0,0,0,313472,0,509190,63476,0,0,0,0,0,0,0,0,0,0,6856,135876,0,0,0,0,552014,0,0,0,51090,29164,0,0,0,0,8382,661794,0,0,0,0,0,0,0,0,67576,0,0,34624,0,0,0,2168,336660,0,0,0,10840,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB75916|o__OFGB75916|f__FGB75916|g__GGB2993|s__GGB2993_SGB3978,6810,0,0,2090,0,0,0,3246,0,0,0,0,0,15430,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,7218,65306,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64350,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB76238|o__OFGB76238|f__FGB76238|g__GGB3478|s__GGB3478_SGB14857,32211462,0,0,0,0,0,0,0,0,16294,0,0,0,0,0,0,0,0,0,0,0,2261732,0,0,2374,0,0,0,0,31558554,0,0,0,2718702,0,0,0,0,0,712,0,0,0,0,0,0,0,0,0,0,2067484,0,0,0,0,0,0,15154,802654,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Candidatus_Borkfalkiales|f__Candidatus_Borkfalkiaceae|g__Candidatus_Borkfalkia|s__Candidatus_Borkfalkia_ceftriaxoniphila,643504,0,0,43148,0,0,0,32050,0,0,0,0,3364,0,0,0,0,0,0,0,0,65894,0,0,0,0,0,0,0,658264,0,0,33134,54404,0,0,38488,0,0,0,0,0,114988,0,0,0,41764,0,0,1058,59632,0,0,144992,0,0,0,0,0,49744,0,0,0,6934,14352,19602
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Allochristensenella|s__Candidatus_Allochristensenella_caecavium,10462,0,0,2174,688,2116,0,2120,10070,11790,0,0,0,0,0,0,0,0,0,0,2744,0,0,1510,0,0,13188,0,0,9162,1050,8598,19366,870,3806,0,10866,0,0,0,0,0,0,0,0,0,26198,0,0,0,0,0,3536,0,648,2594,0,11576,0,13784,0,0,0,0,4162,2352
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avimonas|s__Candidatus_Avimonas_narfia,68906,0,0,27646,4376,53358,0,30748,0,42578,0,0,0,856,2534,712,8228,0,0,0,0,11924,21376,197954,14706,4026,406474,0,0,77942,17792,0,626204,10404,512436,0,16694,208,0,0,0,0,17880,0,27760,3054,652702,0,2954,0,12910,0,417726,23716,13030,64186,0,42840,72,22004,0,0,9530,1786,50468,26386
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Parachristensenella|s__Candidatus_Parachristensenella_avicola,154,2224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6098,2296,0,0,69500,0,0,30,0,0,200156,0,10874,0,0,0,0,1320,0,0,0,0,7256,0,183474,0,0,0,0,0,10370,0,0,366,402,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pararuminococcus|s__Candidatus_Pararuminococcus_gallinarum,15078,70330,0,13352,2396,19956,0,13068,9686,25776,7682,2196,1626,936,12758,0,4188,0,0,0,946,4324,51084,1580,6044,7550,6012,0,162,13144,5388,7176,23022,228,34486,0,7724,8792,1654,108236,1790,844,10226,2810,50218,726,42086,418,2084,2238,4060,17170,34878,12174,5546,31122,16890,23034,0,9964,0,68,6190,1072,24398,14558
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium,13784,8984,0,161292,0,10060,0,131046,192,6488,246126,0,0,0,0,0,0,0,3218,1100396,0,0,255680,0,0,76086,0,229914,899298,19984,5178,128,0,0,0,0,0,355798,1841480,7354,0,0,0,2033658,254002,18930,0,99976,0,0,0,0,0,0,3762,9610,0,4706,0,0,1494442,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium_UC5_1_1D1,162446,30768,0,22376,7356,14866,56290,14110,6838,83912,89988,0,620,0,608,0,0,9940,0,0,4962,20704,4532,544,73046,12058,0,0,329842,126540,0,3396,0,9104,7384,7520,0,74800,80320,48200,0,0,6194,118594,6924,1424,0,58412,0,912,16810,2836,4504,11884,0,19906,7848,73176,2380,0,0,0,0,0,1428,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB33586|s__GGB33586_SGB53517,136346,157890,0,5448,0,102060,0,6166,16844,1570,0,2636,0,0,12254,540,11782,0,0,0,0,3250,86240,12484,0,2140,0,0,0,129806,3392,10138,0,11738,120094,0,25022,0,0,234214,4710,0,25664,0,104722,0,0,0,0,0,2094,13212,119234,35904,4486,106540,9970,2262,0,35270,0,0,23818,454,109282,63074
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9532|s__GGB9532_SGB14933,178666,501310,2830,0,0,0,0,0,0,0,0,32256,0,0,0,0,0,0,0,0,0,0,0,8446,0,0,7996,0,0,168374,0,0,33350,23102,58502,0,2072,0,0,601546,33878,0,0,0,0,0,26110,0,0,0,0,0,56138,0,0,0,76396,0,0,4632,0,0,554,0,0,0
